id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
1125,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\state-of-startups.tsx,FloatingTableOfContents,Direct DOM Manipulation,"Line 59: const chapterElement = document.getElementById(`chapter-${i + 1}`)
",,
1126,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\storage.tsx,StoragePage,Large Component,LOC: 328; Number of props: 12; Number of attributes: 0; Number of methods: 0,,
1127,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\support.tsx,Index,Large Component,LOC: 142; Number of props: 8; Number of attributes: 0; Number of methods: 0,,
1128,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\_app.tsx,App,Large Component,LOC: 90; Number of props: 14; Number of attributes: 0; Number of methods: 0,,
1129,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\_app.tsx,App,Too many props,"Number of props: 14; Props: Component,pageProps,hasAcceptedConsent,onTelemetry,basePath,type,url,site_name,images,handle,site,cardType,cc,ph",,
1130,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\www\pages\_document.tsx,MyDocument,Inheritance instead of composition,SuperClass: Document,,
1131,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\auth\expo-social-auth\components\social-auth-buttons\google\google-sign-in-button.tsx,GoogleSignInButton,Large Component,LOC: 115; Number of props: 35; Number of attributes: 0; Number of methods: 2,,
1132,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\auth\expo-social-auth\components\social-auth-buttons\google\google-sign-in-button.tsx,GoogleSignInButton,Too many props,"Number of props: 35; Props: access_token,expires_in,refresh_token,token_type,provider_token,code,provider,options,err,result,params,data,error,flexDirection,alignItems,backgroundColor,borderWidth,borderColor,borderRadius,paddingVertical,paddingHorizontal,justifyContent,shadowColor,shadowOffset,shadowOpacity,shadowRadius,elevation,uri,width,height,marginRight,fontSize,color,fontFamily,fontWeight",,
1133,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\auth\quickstarts\expo-react-native-social-auth\components\social-auth-buttons\google\google-sign-in-button.tsx,GoogleSignInButton,Large Component,LOC: 115; Number of props: 35; Number of attributes: 0; Number of methods: 2,,
1134,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\auth\quickstarts\expo-react-native-social-auth\components\social-auth-buttons\google\google-sign-in-button.tsx,GoogleSignInButton,Too many props,"Number of props: 35; Props: access_token,expires_in,refresh_token,token_type,provider_token,code,provider,options,err,result,params,data,error,flexDirection,alignItems,backgroundColor,borderWidth,borderColor,borderRadius,paddingVertical,paddingHorizontal,justifyContent,shadowColor,shadowOffset,shadowOpacity,shadowRadius,elevation,uri,width,height,marginRight,fontSize,color,fontFamily,fontWeight",,
1135,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\auth\quickstarts\react\src\App.jsx,App,Large Component,LOC: 149; Number of props: 4; Number of attributes: 0; Number of methods: 2,,
1136,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\edge-functions\supabase\functions\background-upload-storage\index.ts,MyBackgroundTaskEvent,Inheritance instead of composition,SuperClass: Event,,
1137,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\edge-functions\supabase\functions\kysely-postgres\DenoPostgresDriver.ts,PostgresDriver,Large Component,LOC: 67; Number of props: 1; Number of attributes: 0; Number of methods: 7,,
1138,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\realtime\nextjs-authorization-demo\app\protected\page.tsx,Chat,Large Component,LOC: 220; Number of props: 8; Number of attributes: 0; Number of methods: 3,,
1139,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\examples\realtime\nextjs-authorization-demo\app\protected\page.tsx,Chat,Direct DOM Manipulation,"Line 40: const bubble = document.createElement('div')
Line 81: if (document.getElementById('chat')) {
Line 82: document.getElementById('chat')!.innerHTML = ''
",,
1140,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ai-commands\test\sql-util.ts,AssertionError,Inheritance instead of composition,SuperClass: Error,,
1141,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\common\feature-flags.tsx,FeatureFlagProvider,Large Component,LOC: 180; Number of props: 15; Number of attributes: 0; Number of methods: 3,,
1142,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\common\feature-flags.tsx,FeatureFlagProvider,Too many props,"Number of props: 15; Props: API_URL,enabled,organizationSlug,projectRef,getConfigCatFlags,children,session,isLoading,configcat,posthog,hasLoaded,user_id,organization_slug,project_ref,headers",,
1143,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\common\posthog-client.ts,PostHogClient,Large Component,LOC: 372; Number of props: 20; Number of attributes: 10; Number of methods: 14,,
1144,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\common\posthog-client.ts,PostHogClient,Too many props,"Number of props: 20; Props: apiKey,apiHost,uiHost,api_host,ui_host,autocapture,capture_pageview,capture_pageleave,loaded,event,properties,transport,userId,experimentId,experiment_id,id,timestamp,eventType,eventName,distinctId",,
1145,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\dev-tools\DevToolbarTrigger.tsx,DevToolbarTrigger,Large Component,LOC: 102; Number of props: 5; Number of attributes: 0; Number of methods: 5,,
1146,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\marketing\src\go\sections\FormSection.tsx,FormSection,Large Component,LOC: 168; Number of props: 6; Number of attributes: 0; Number of methods: 2,,
1147,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\pg-meta\src\query\QueryAction.ts,QueryAction,Large Component,LOC: 55; Number of props: 0; Number of attributes: 0; Number of methods: 6,,
1148,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\pg-meta\src\query\QueryFilter.ts,QueryFilter,Large Component,LOC: 73; Number of props: 11; Number of attributes: 2; Number of methods: 7,,
1149,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Checkbox\Checkbox.tsx,Group,Large Component,LOC: 59; Number of props: 15; Number of attributes: 0; Number of methods: 1,,
1150,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Checkbox\Checkbox.tsx,Group,Too many props,"Number of props: 15; Props: id,layout,error,descriptionText,label,afterLabel,beforeLabel,labelOptional,children,className,options,onChange,size,parentCallback,parentSize",,
1151,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Checkbox\Checkbox.tsx,Checkbox,Large Component,LOC: 121; Number of props: 18; Number of attributes: 0; Number of methods: 2,,
1152,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Checkbox\Checkbox.tsx,Checkbox,Too many props,"Number of props: 18; Props: className,id,name,label,afterLabel,beforeLabel,description,checked,value,onChange,onBlur,size,disabled,formContextOnChange,values,handleBlur,parentCallback,parentSize",,
1153,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\CodeBlock\CodeBlock.tsx,CodeBlock,Large Component,LOC: 181; Number of props: 30; Number of attributes: 0; Number of methods: 1,,
1154,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\CodeBlock\CodeBlock.tsx,CodeBlock,Too many props,"Number of props: 30; Props: title,language,linesToHighlight,highlightBorder,styleConfig,className,wrapperClassName,value,theme,children,hideCopy,hideLineNumbers,wrapLines,renderer,focusable,onCopyCallback,handleCopy,resolvedTheme,fontSize,lineHeight,style,class,paddingTop,minWidth,paddingLeft,paddingRight,marginRight,color,textAlign,paddingBottom",,
1155,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Form\Form.tsx,Form,Large Component,LOC: 67; Number of props: 20; Number of attributes: 0; Number of methods: 1,,
1156,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Form\Form.tsx,Form,Too many props,"Number of props: 20; Props: validate,key,error,validateOnBlur,validationSchema,initialValues,onSubmit,id,name,className,style,errors,touched,isSubmitting,isValidating,submitCount,values,handleReset,resetForm,setFieldValue",,
1157,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Icon\IconBase.tsx,IconComponent,Large Component,LOC: 11; Number of props: 20; Number of attributes: 0; Number of methods: 0,,
1158,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Icon\IconBase.tsx,IconComponent,Too many props,"Number of props: 20; Props: className,size,type,color,strokeWidth,fill,stroke,background,src,icon,contextSize,tiny,small,medium,large,xlarge,xxlarge,xxxlarge,width,height",,
1159,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Icon\IconBase.tsx,IconComponent,Large Component,LOC: 11; Number of props: 20; Number of attributes: 0; Number of methods: 0,,
1160,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Icon\IconBase.tsx,IconComponent,Too many props,"Number of props: 20; Props: className,size,type,color,strokeWidth,fill,stroke,background,src,icon,contextSize,tiny,small,medium,large,xlarge,xxlarge,xxxlarge,width,height",,
1161,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Large Component,LOC: 9; Number of props: 37; Number of attributes: 0; Number of methods: 3,,
1162,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Too many props,"Number of props: 37; Props: autoComplete,autoFocus,className,inputClassName,iconContainerClassName,copy,defaultValue,descriptionText,disabled,error,icon,id,name,inputRef,label,afterLabel,beforeLabel,labelOptional,layout,onChange,onBlur,onCopy,placeholder,type,value,style,reveal,actions,size,borderless,validation,formContextOnChange,values,errors,handleBlur,touched,fieldLevelValidation",,
1163,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Large Component,LOC: 9; Number of props: 37; Number of attributes: 0; Number of methods: 3,,
1164,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Too many props,"Number of props: 37; Props: autoComplete,autoFocus,className,inputClassName,iconContainerClassName,copy,defaultValue,descriptionText,disabled,error,icon,id,name,inputRef,label,afterLabel,beforeLabel,labelOptional,layout,onChange,onBlur,onCopy,placeholder,type,value,style,reveal,actions,size,borderless,validation,formContextOnChange,values,errors,handleBlur,touched,fieldLevelValidation",,
1165,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Large Component,LOC: 10; Number of props: 32; Number of attributes: 0; Number of methods: 2,,
1166,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Too many props,"Number of props: 32; Props: className,textAreaClassName,descriptionText,disabled,error,icon,id,name,label,afterLabel,beforeLabel,labelOptional,layout,onChange,onBlur,placeholder,value,style,rows,limit,size,borderless,validation,copy,onCopy,actions,formContextOnChange,values,errors,handleBlur,touched,fieldLevelValidation",,
1167,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Large Component,LOC: 10; Number of props: 32; Number of attributes: 0; Number of methods: 2,,
1168,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Input\Input.tsx,_onCopy,Too many props,"Number of props: 32; Props: className,textAreaClassName,descriptionText,disabled,error,icon,id,name,label,afterLabel,beforeLabel,labelOptional,layout,onChange,onBlur,placeholder,value,style,rows,limit,size,borderless,validation,copy,onCopy,actions,formContextOnChange,values,errors,handleBlur,touched,fieldLevelValidation",,
1169,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\InputNumber\InputNumber.tsx,InputNumber,Large Component,LOC: 161; Number of props: 27; Number of attributes: 0; Number of methods: 2,,
1170,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\InputNumber\InputNumber.tsx,InputNumber,Too many props,"Number of props: 27; Props: defaultValue,descriptionText,error,icon,inputRef,label,afterLabel,beforeLabel,labelOptional,layout,value,actions,size,validation,id,name,formContextOnChange,values,errors,handleBlur,touched,fieldLevelValidation,onBlur,onChange,disabled,className,style",,
1171,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\packages\ui\src\components\Listbox\Listbox2.tsx,Listbox,Large Component,LOC: 224; Number of props: 30; Number of attributes: 0; Number of methods: 4,,
